Feature,Importance
mean Density,0.07043740723385682
range ElectronAffinity,0.04336122104099906
mean AtomicWeight,0.04327180166778867
avg_dev Electronegativity,0.04101590943992869
avg_dev ElectronAffinity,0.03200142589918267
avg_dev AtomicVolume,0.027974681846159397
avg_dev LogThermalConductivity,0.026858499511454994
minimum LogThermalConductivity,0.022576250065263214
minimum ThermalConductivity,0.021760509438048133
mean NdValence,0.021724082629613978
