Feature,Importance
mean Density,0.11552039354917346
avg_dev Electronegativity,0.08248657986322568
mean AtomicWeight,0.05051488636868213
range LogThermalConductivity,0.04134366979942477
range ElectronAffinity,0.0392771841405065
avg_dev ElectronAffinity,0.03110135844225764
avg_dev LogThermalConductivity,0.030329320159876154
mode ThermalConductivity,0.024229820944404797
avg_dev NpValence,0.022923135850613795
mode HeatVaporization,0.02177697018019338
