Model,Error_Type,n_estimators,learning_rate,max_depth,colsample_bytree,R²,RMSE,MAE
XGBoost,Train,100,0.1,10,0.7,0.9817997106379265,0.11588153055231185,0.08105306518901303
XGBoost,Train,300,0.3,5,0.5,0.981756738550745,0.11601825187762117,0.08401936987686591
XGBoost,Train,300,0.01,15,0.5,0.9812893688347427,0.11749497554177561,0.08444057909810483
XGBoost,Train,300,0.1,7,1.0,0.9808186650061663,0.1189637077422824,0.08614080581005014
XGBoost,Train,300,0.1,7,0.7,0.9805139285092423,0.11990498030416406,0.08604793302431472
XGBoost,Train,100,0.3,7,0.5,0.9794904599971459,0.12301357391945675,0.08919029724340165
XGBoost,Train,300,0.1,7,0.5,0.9792631137869097,0.1236934915210651,0.08935743074782575
XGBoost,Train,300,0.2,5,0.8,0.964533471248789,0.16176494652741916,0.12027580204669237
XGBoost,Train,300,0.2,5,1.0,0.96436358617278,0.16215191165581547,0.12051193270435441
XGBoost,Train,300,0.2,5,0.7,0.9615654382224151,0.1683976564176052,0.12418803683424043
XGBoost,Train,300,0.2,5,0.5,0.9594348887770509,0.1730021147224843,0.12814076029988142
XGBoost,Train,100,0.2,7,1.0,0.9565228578392387,0.17910411783417665,0.13153349152775257
XGBoost,Train,100,0.2,7,0.7,0.9549599794208088,0.182294836078157,0.133593089563795
XGBoost,Train,100,0.2,7,0.5,0.9549204801862222,0.1823747530988079,0.13347257728255776
XGBoost,Train,100,0.2,7,0.8,0.9548690932200494,0.18247866964549456,0.13411687889997473
XGBoost,Train,300,0.1,6,1.0,0.9538094726095567,0.184608433357987,0.13645364083187755
XGBoost,Train,100,0.3,6,0.8,0.9504535433872929,0.19119713340317943,0.1407516371718958
XGBoost,Train,100,0.05,10,0.5,0.9498482729577198,0.19236144148829593,0.13928086808824855
XGBoost,Train,100,0.05,10,0.8,0.948670668500515,0.1946067412764844,0.13949673503765508
XGBoost,Train,100,0.05,10,1.0,0.9481398194696256,0.19561046633035492,0.1408145279529115
XGBoost,Train,300,0.1,6,0.5,0.9474341369517338,0.1969368449240627,0.14567725075211435
XGBoost,Train,100,0.3,6,0.7,0.9463142700129635,0.19902356794650075,0.14616951469376152
XGBoost,Train,100,0.3,6,1.0,0.9459337252543352,0.19972769952331962,0.1466627060280578
XGBoost,Train,100,0.3,6,0.5,0.9448121071832122,0.20178876501444618,0.1499057236647495
XGBoost,Train,300,0.05,7,1.0,0.9278840190194944,0.23066985044945185,0.17073620489059857
XGBoost,Train,300,0.05,7,0.7,0.9259066967123225,0.23381079303847638,0.17326280321590604
XGBoost,Train,300,0.05,7,0.5,0.9217487276046133,0.24028174669592317,0.1779343392892251
XGBoost,Train,100,0.2,6,0.8,0.9119765770448667,0.25484387656966734,0.19056406806794873
XGBoost,Train,100,0.2,6,0.7,0.9058525336164875,0.26355993688286844,0.19768367869842532
XGBoost,Train,100,0.2,6,0.5,0.9042170156547628,0.26583934516868873,0.1999078799909231
XGBoost,Train,300,0.01,10,1.0,0.8988870552672245,0.2731356922127324,0.2009867179643028
XGBoost,Train,300,0.01,10,0.8,0.8981088484325446,0.2741847599142555,0.20218910765527603
XGBoost,Train,300,0.01,10,0.7,0.8948529242977643,0.2785310880607517,0.20485884143080782
XGBoost,Train,300,0.1,5,0.8,0.8918452047306143,0.282486674523746,0.2132212177708967
XGBoost,Train,300,0.01,10,0.5,0.8914172573452492,0.2830449950563615,0.20971371421970098
XGBoost,Train,100,0.3,5,0.7,0.8887615562954112,0.286485422584039,0.2150533159778081
XGBoost,Train,300,0.1,5,0.7,0.8885850425241927,0.2867126308041235,0.21607674836671237
XGBoost,Train,100,0.1,7,1.0,0.8829741304259651,0.2938434502338743,0.22103574763706255
XGBoost,Train,100,0.3,5,0.5,0.8826786388054435,0.29421419533537896,0.2217497451653728
XGBoost,Train,100,0.1,7,0.8,0.882125619671971,0.2949068006327733,0.22143790231498178
XGBoost,Train,100,0.1,7,0.7,0.879455696892289,0.2982280038097161,0.22443960521319986
XGBoost,Train,300,0.05,6,0.8,0.8677493519753228,0.31237335398023053,0.23465617286858861
XGBoost,Train,300,0.05,6,0.7,0.8663583025355404,0.3140118719642536,0.23729813201744407
XGBoost,Train,300,0.05,6,1.0,0.8662825801583529,0.3141008200944264,0.23645838642209369
XGBoost,Train,300,0.05,6,0.5,0.8614658432573004,0.31970800394756854,0.2418642486514298
XGBoost,Train,300,0.3,3,1.0,0.8411938910701598,0.34230140260259057,0.2610343586624327
XGBoost,Train,100,0.2,5,1.0,0.8355805862088773,0.3482985159798456,0.2643681223783444
XGBoost,Train,300,0.3,3,0.8,0.8355097193599823,0.34837356842850253,0.265818754355267
XGBoost,Train,300,0.3,3,0.7,0.8346423095861928,0.3492909032022012,0.26633543129519166
XGBoost,Train,100,0.2,5,0.8,0.834632738000197,0.3493010122558837,0.2644681592874147
XGBoost,Train,300,0.3,3,0.5,0.8300953445803048,0.3540606935094446,0.2691471526578301
XGBoost,Train,100,0.2,5,0.5,0.8268303821596257,0.3574463984423405,0.27255493450837287
XGBoost,Train,100,0.1,6,0.7,0.8157492171216064,0.3687056113612759,0.28195655319592844
XGBoost,Train,100,0.1,6,1.0,0.8145427304446934,0.3699107964011674,0.28286628188356133
XGBoost,Train,100,0.01,20,0.8,0.8111217323734641,0.3733069467838153,0.3088486491058673
XGBoost,Train,100,0.01,20,1.0,0.810562476993524,0.3738592062049128,0.31010666006380705
XGBoost,Train,100,0.01,20,0.7,0.8098717671537974,0.37454015175988553,0.30974964187653775
XGBoost,Train,100,0.01,20,0.5,0.8076236235836323,0.3767479920781042,0.3112595851333625
XGBoost,Train,100,0.05,7,0.7,0.7980450918733455,0.3860133124573182,0.2968814694113328
XGBoost,Train,100,0.05,7,1.0,0.7973586797087608,0.38666875449372146,0.29657118669340576
XGBoost,Train,100,0.05,7,0.5,0.7967476991869372,0.3872512350777267,0.29741465939917305
XGBoost,Train,300,0.05,5,0.5,0.7850340708239394,0.39825376703623894,0.30553323564467494
XGBoost,Train,100,0.01,15,0.7,0.7842815354953971,0.39895024530437045,0.3279980606228348
XGBoost,Train,300,0.05,5,1.0,0.7835854311695131,0.39959341536349496,0.3055554093784531
XGBoost,Train,300,0.2,3,1.0,0.7819114635282777,0.4011358668041591,0.3065826576638751
XGBoost,Train,100,0.01,15,1.0,0.7808868053824716,0.4020771026039857,0.3310233636612187
XGBoost,Train,300,0.2,3,0.5,0.7751666901019434,0.407291553144504,0.312352383729002
XGBoost,Train,100,0.1,5,1.0,0.729572536498994,0.44668407929571013,0.34494078576413817
XGBoost,Train,100,0.05,6,1.0,0.723249726463695,0.4518758230834737,0.35193381063324763
XGBoost,Train,300,0.01,7,0.8,0.7197464280231604,0.4547269087385191,0.355137244213011
XGBoost,Train,300,0.01,7,0.7,0.7187966536347794,0.45549678773086005,0.35558250180941703
XGBoost,Train,100,0.05,6,0.7,0.717002509754713,0.4569475659692638,0.3555024974817029
XGBoost,Train,100,0.05,6,0.5,0.7130532451141078,0.46012489898429076,0.3583126789705975
XGBoost,Train,300,0.1,3,1.0,0.6838924334562402,0.48293927082582677,0.375852145245012
XGBoost,Train,300,0.1,3,0.8,0.6823331622488467,0.48412890852602214,0.3761105009820025
XGBoost,Train,100,0.3,3,0.7,0.6814261473134857,0.4848195678939605,0.3777788081798258
XGBoost,Train,100,0.3,3,0.5,0.6760855970832906,0.48886641910294315,0.38011077320528375
XGBoost,Train,100,0.01,10,1.0,0.6490365622559932,0.508869022595709,0.415584754661635
XGBoost,Train,100,0.01,10,0.8,0.6474736953795444,0.510000780271184,0.41757140161762074
XGBoost,Train,100,0.01,10,0.7,0.6459405556426143,0.5111085758745576,0.41799557260778386
XGBoost,Train,300,0.01,6,0.7,0.6410122142002854,0.5146534785153606,0.4083540051100874
XGBoost,Train,300,0.01,6,0.8,0.6401279126435392,0.5152869665688148,0.40832064733735746
XGBoost,Train,100,0.01,10,0.5,0.6389722387678213,0.5161136858124824,0.42322496698114453
XGBoost,Train,300,0.01,6,0.5,0.6371664118453263,0.5174028518205496,0.41112242137017213
XGBoost,Train,100,0.05,5,1.0,0.6371331199818034,0.5174265884736349,0.4079150842719375
XGBoost,Train,100,0.05,5,0.7,0.6371280270116093,0.5174302195971836,0.40979753373906747
XGBoost,Train,100,0.05,5,0.8,0.6370220248904337,0.5175057899083485,0.40893039898202554
XGBoost,Train,100,0.05,5,0.5,0.633841621425224,0.5197680313467313,0.41152459854276213
XGBoost,Train,100,0.2,3,0.8,0.6288152590516429,0.5233233749641764,0.4109101035931293
XGBoost,Train,100,0.2,3,1.0,0.6277891913543939,0.5240461884034506,0.41171827985222426
XGBoost,Train,100,0.2,3,0.7,0.6277814784263035,0.5240516180007843,0.4123488142071766
XGBoost,Train,100,0.2,3,0.5,0.6205426495731226,0.5291229041565849,0.41636700182897535
XGBoost,Train,300,0.05,3,0.8,0.5872029679366424,0.5518783527812012,0.4382376546190769
XGBoost,Train,300,0.05,3,1.0,0.5864063236525738,0.5524106226238108,0.4399438865859002
XGBoost,Train,300,0.05,3,0.7,0.5863739539616197,0.5524322392638872,0.43844477373458685
XGBoost,Train,300,0.05,3,0.5,0.5822380451566376,0.5551872957026909,0.44228470942913256
XGBoost,Train,300,0.01,5,1.0,0.5674068569325335,0.5649563467926748,0.4528650069159054
XGBoost,Train,300,0.01,5,0.5,0.5616601058656607,0.568696526285678,0.4571333943827167
XGBoost,Train,100,0.1,3,1.0,0.5443904048042585,0.5797910502074924,0.46421005883795197
XGBoost,Train,100,0.1,3,0.7,0.544064875944045,0.5799981409061356,0.46463327265620397
XGBoost,Train,100,0.1,3,0.8,0.5439126957785423,0.580094927537094,0.4638009798834295
XGBoost,Train,100,0.1,3,0.5,0.5382172830550095,0.5837056721923095,0.4678390448753532
XGBoost,Train,100,0.01,7,1.0,0.4903838391644634,0.6131922710802573,0.5062243840189932
XGBoost,Train,100,0.01,7,0.8,0.49025388126940883,0.6132704515846978,0.5065436724500139
XGBoost,Train,100,0.01,7,0.7,0.4887057581631491,0.6142010112860985,0.5075277398952329
XGBoost,Train,100,0.01,6,0.7,0.42837229993683534,0.6494290466662975,0.5385020510308333
XGBoost,Train,100,0.01,6,0.8,0.42776142750238877,0.6497759615993932,0.5386584437592152
XGBoost,Train,100,0.01,6,1.0,0.42672389919000475,0.6503647506857141,0.5383372971179912
XGBoost,Train,100,0.01,6,0.5,0.42464189882096426,0.6515446642317357,0.5409016077190872
XGBoost,Train,300,0.01,3,1.0,0.4104639827300328,0.6595234590337005,0.5389518683992088
XGBoost,Train,300,0.01,3,0.8,0.40854524826609206,0.660595846789207,0.5399277940837675
XGBoost,Train,300,0.01,3,0.7,0.40704968058817903,0.6614305192922039,0.5405924003058655
XGBoost,Train,300,0.01,3,0.5,0.40452966054688855,0.6628345584522239,0.5424847164722728
XGBoost,Train,100,0.01,5,1.0,0.3740138133263792,0.6796063862519294,0.5650235156743548
XGBoost,Train,100,0.01,5,0.8,0.3722743441198574,0.6805499648108362,0.5661034666041234
XGBoost,Train,100,0.01,5,0.5,0.36877892111252397,0.6824421191566741,0.5687122295490421
XGBoost,Train,100,0.01,3,0.8,0.26621044409445427,0.7358017888810979,0.6165726483024644
XGBoost,Train,100,0.01,3,0.7,0.26535011578298895,0.7362330062959355,0.6169545706161056
