Feature,Importance
minimum ThermalConductivity,0.0412670301773906
minimum LogThermalConductivity,0.040712989838248295
mean Density,0.03385943549487343
mode ThermalConductivity,0.0326884820591709
mode LogThermalConductivity,0.027288404586265327
minimum MolarVolume,0.0231593657188679
mean MeltingT,0.020324766016075628
mean HeatVaporization,0.02003833178414014
mean NpUnfilled,0.019191258945387642
mean BoilingT,0.0190409596488278
