Feature,Importance
efermi,0.07452789735266259
minimum LogThermalConductivity,0.030053651127376173
minimum ThermalConductivity,0.028009610276243217
mode LogThermalConductivity,0.027601657614481495
mode ThermalConductivity,0.026872175146975475
mode HeatVaporization,0.026275636433848507
mean Density,0.02328366189311009
formation_energy_per_atom,0.022942670977954115
mean BoilingT,0.019122620623461425
range ThermalConductivity,0.01813917242920491
