Feature,Importance
efermi,0.06489722863424853
minimum LogThermalConductivity,0.033760169328395026
range ThermalConductivity,0.026409240217096234
mode LogThermalConductivity,0.0263734512546078
mean Density,0.026357632173162705
mean LogThermalConductivity,0.0250215747606899
maximum Electronegativity,0.022741013460014246
mean AtomicVolume,0.022384452696445
minimum MolarVolume,0.021359051825812818
maximum NUnfilled,0.019702314616488227
