Feature,Importance
efermi,0.0832130475806417
mean Density,0.036704190742168824
formation_energy_per_atom,0.03128791050569165
mode HeatVaporization,0.03096037335129137
maximum Electronegativity,0.030130305098106352
mode ThermalConductivity,0.028040852825081942
mode LogThermalConductivity,0.026168937566568466
minimum ThermalConductivity,0.025832661569119
mean NpUnfilled,0.02213174395145118
minimum AtomicVolume,0.01841302075264476
